,0
0,1.0
1,0.9979371941834688
2,0.991382510519088
3,1.0000383463141151
4,1.0055308572500912
5,1.0086498864519158
6,1.0108286174866128
7,0.995382349929631
8,0.9939177533391212
9,0.9935902192975257
10,0.999734425262613
11,0.9903799043431293
12,0.9958129916023735
13,1.0105537613775895
14,1.0163245848866196
15,1.0266917492438559
16,1.0169206682642495
17,1.0082719075179325
18,1.0265675076656176
19,1.041445175210071
20,1.0427026175785958
21,1.0398257322503377
22,1.041750252351963
23,1.0367371367708853
24,1.043473484847444
25,1.0275750006528945
26,1.0234734673780874
27,1.0246272730132733
28,1.0375273222801116
29,1.0297001658740754
30,1.044780867698592
31,1.054097325378714
32,1.0638793223166643
33,1.0564801483280024
34,1.0547219875318095
35,1.0389336446340012
36,1.0429401906504088
37,1.0481473364438652
38,1.038169936606508
39,1.0382541382775967
40,1.0291342840097257
41,1.034685740624225
42,1.0425583436406476
43,1.0594890320488621
44,1.0578933118395806
45,1.0526700188753715
46,1.0558877030991207
47,1.0630904180657867
48,1.0618258833803915
49,1.057737333795183
50,1.061864565465888
51,1.066426475294026
52,1.063706642429018
53,1.0670560077053213
54,1.0609747339954223
55,1.0654029100905182
56,1.0659278937923673
57,1.074342289638499
58,1.083046150519402
59,1.085530234614625
60,1.0839402213590952
61,1.0965084543224524
62,1.1053221055373477
63,1.1110115290974931
64,1.1158540264049397
65,1.1210272701050623
66,1.1175459964909802
67,1.1268548739942676
68,1.125346579700677
69,1.122655636874029
70,1.122684065258632
71,1.1309069516738106
72,1.133394835501965
73,1.124308022482137
74,1.1329413852581263
75,1.127977936079252
76,1.1160519931809298
77,1.1232731238469966
78,1.129705023883873
79,1.1151400962492273
80,1.0936687236601987
81,1.0962831146725864
82,1.085357053945055
83,1.058412121024325
84,1.0408267596214587
85,1.0535614732044134
86,1.0591900374911476
87,1.0738268661163015
88,1.0932176652765788
89,1.096291940139722
90,1.0970944929079764
91,1.093525031662292
92,1.1116854634591022
93,1.124879033641343
94,1.1349089771280385
95,1.1230979315278884
96,1.106755285135517
97,1.0909737156580244
98,1.0967837555636455
99,1.1073616621218048
100,1.104394449381873
101,1.0927460680336656
102,1.0842415627358049
103,1.102731614835431
104,1.1096501079289691
105,1.0997995675888852
106,1.0913221963223683
107,1.0927655890692207
108,1.0989140752699582
109,1.088528126638755
110,1.0964011962800724
111,1.1103002369992954
112,1.0959530875772836
113,1.0994108285835502
114,1.1097499454255815
115,1.0862730746680156
116,1.062986414814166
117,1.0745029937808552
118,1.049795837306869
119,1.0665826079496041
120,1.0825643325836183
121,1.0976482997921764
122,1.0765537915525294
123,1.0835469826009143
124,1.1138529699148332
125,1.120745480607893
126,1.1207529027974914
127,1.1279795863860915
128,1.1146435606766634
129,1.1177394804014387
130,1.1367223709273577
131,1.1340570651935344
132,1.1185041093638295
133,1.1152557595522221
134,1.1047032758773765
135,1.1063023908296548
136,1.111359752256406
137,1.1142686633385357
138,1.1213344924288107
139,1.1196464118807228
140,1.1344807679326459
141,1.1278079862924821
142,1.1523367062458907
143,1.1674020547295627
144,1.1556385119481751
145,1.1768733191701888
146,1.1803199285206352
147,1.170875824284474
148,1.1655809390410965
149,1.1593883112223715
150,1.1643126972613005
151,1.1614659448803122
152,1.1535690183054055
153,1.1679297766751953
154,1.1597899859158656
155,1.161475953333531
156,1.1521591464489582
157,1.1317164340444956
158,1.1253211940312255
159,1.142287099434863
160,1.127515297931855
161,1.126025340922827
162,1.1227202460808823
163,1.1267962531014708
164,1.1393988194092974
165,1.1468284355796856
166,1.1440862901917077
167,1.1550405135050232
168,1.1644753148444411
169,1.1661807654150669
170,1.1758840694253687
171,1.1587628288670015
172,1.17226573955693
173,1.1520695751873364
174,1.1681534490933208
175,1.15301592227628
176,1.1697984914847706
177,1.1621226048639564
178,1.1892274014879152
179,1.2062359609899305
180,1.216359899374734
181,1.2168817832917196
182,1.2127504015277977
183,1.1949732668863424
184,1.1873231583657113
185,1.1966815509435285
186,1.2061032545801647
187,1.2096095332131054
188,1.1756216691490295
189,1.1771128394642394
190,1.1839666175535029
191,1.1559447197853927
192,1.164145267498586
193,1.1689788365565223
194,1.1737533868805536
195,1.1766209542819441
196,1.1496426484210183
197,1.1523616329081545
198,1.1681609697120854
199,1.168622493083553
200,1.1515702914822141
201,1.156870197861204
202,1.1525626137566396
203,1.1613851839571645
204,1.2104213386026175
205,1.2062824766207367
206,1.2079872120418085
207,1.230551612835259
208,1.206591520843645
209,1.196989877375193
210,1.2044263195345517
211,1.20230528594498
212,1.1972043824382994
213,1.1750704925069202
214,1.1799572294608847
215,1.1697019169001843
216,1.1739337795945493
217,1.189889227904155
218,1.1939554033415485
219,1.1931166009333947
220,1.2029801645499596
221,1.2034173633476404
222,1.198016210124108
223,1.2047203727752702
224,1.2114693094098004
225,1.2091869135334405
226,1.201401612474269
227,1.1847946414330288
228,1.1735402275286035
229,1.1588312832578647
230,1.1688697863118536
231,1.183767022540871
232,1.1983054561161879
233,1.189874090342808
234,1.1948438116496314
235,1.1879879957975348
236,1.189025090558301
237,1.209432422000762
238,1.2085193426261738
239,1.2055679095075544
240,1.219281349530696
241,1.2231357239967005
242,1.2218248894073167
243,1.2292578699821421
244,1.2092845038393463
245,1.2633224065908977
246,1.2582572461917387
247,1.2655898735249835
248,1.2357582024670721
249,1.2166979962821876
250,1.2065640570122385
251,1.2249029485769427
252,1.1957854253038034
253,1.173062851973013
254,1.1886248483858237
255,1.1883151064646256
256,1.207605450909327
257,1.185699716814622
258,1.1659598474803665
259,1.1694432699597561
260,1.1721234861861636
261,1.1781691707960285
262,1.1667238052079032
263,1.1928402012575727
264,1.2008618957862927
265,1.1931177531725525
266,1.1837997046399849
267,1.1864545019449684
268,1.1797305694509648
269,1.1595881008201137
270,1.1497897890106465
271,1.143712309139237
272,1.151246015428105
273,1.142845505765099
274,1.134047829886741
275,1.109172925348965
276,1.0775806914663644
277,1.08009458794169
278,1.0899511047000576
279,1.0952733284644827
280,1.0899946760587593
281,1.0472639562247308
282,1.0532086689435125
283,1.003859343900593
284,1.0285529238956703
285,1.0264173197717203
286,1.0231332593251483
287,1.0286543095686098
288,1.0271639478397203
289,1.0564727685339916
290,1.0466661597192348
291,1.0298903535334363
292,1.031592508957843
293,1.0213417121313948
294,1.0270858818132955
295,1.0227817241283874
296,1.04293866503313
