,0
0,1.0
1,0.9978376801684499
2,0.9772715080487159
3,0.9792866342951527
4,0.9884120972103114
5,0.9975671839103326
6,0.9828503258618337
7,0.9623666467992021
8,0.9403675741130297
9,0.9396529917436728
10,0.9428613449739933
11,0.9262802163388798
12,0.9088581556327598
13,0.9338382646179696
14,0.9167864707574975
15,0.917426075329561
16,0.9418092685015551
17,0.9478707644990841
18,0.9380958883114527
19,0.9342240262050362
20,0.9132702554294481
21,0.928309465959682
22,0.9038985017364844
23,0.9031563927788105
24,0.9318652267730354
25,0.9433914602594711
26,0.9275946391328581
27,0.9006922032623648
28,0.9034604168837749
29,0.9088742798016581
30,0.9194777192830452
31,0.9342021147228003
32,0.9512106070097831
33,0.9497239820737046
34,0.9473913368323267
35,0.9389038126368588
36,0.9418459041575091
37,0.9281668613926034
38,0.9556212416581367
39,0.9566949578660424
40,0.9834984034463148
41,0.9636072118039845
42,0.963767001678246
43,0.9661485270801615
44,0.9576680139775331
45,0.9498335862997314
46,0.9566504655880566
47,0.952544776038909
48,0.9719419090171473
49,0.9761409418057883
50,0.9807260849010968
51,0.9758132422114933
52,0.9628249194454682
53,0.971258898627042
54,0.9795913291305969
55,0.9725540750910017
56,0.9592752630756299
57,0.975113907897456
58,0.9800317574945333
59,0.9733099568247888
60,0.9603357601690287
61,0.9720073811400582
62,0.9418447080971053
63,0.9293785230537887
64,0.9205272146225991
65,0.9138534817527953
66,0.9130623712765724
67,0.90132582633337
68,0.9069656621960622
69,0.9305022207673502
70,0.9494586256841294
71,0.9219553528306463
72,0.9342976446962807
73,0.9150082405773273
74,0.9118925326232017
75,0.9238737482690516
76,0.9239009616177414
77,0.9078267517851455
78,0.9029564369856942
79,0.8736077552760978
80,0.86627499468182
81,0.8788598735856302
82,0.8917667836716149
83,0.8639387158934582
84,0.8463093691137838
85,0.8616226005989985
86,0.8839412109970451
87,0.8851230052134269
88,0.8841984758691008
89,0.8799015375309561
90,0.8747611798899297
