TSLA,MSFT,CL=F
19.344667434692383,100.12674713134766,70.12999725341797
19.875999450683594,100.80140686035156,68.76000213623047
20.055999755859375,100.991455078125,67.66000366210938
23.30266761779785,102.2172622680664,68.95999908447266
23.211332321166992,102.66387939453125,68.48999786376953
22.799333572387695,102.74939727783203,69.01000213623047
25.30466651916504,103.46206665039062,69.16999816894531
24.689332962036133,104.04170989990234,66.94000244140625
23.496667861938477,104.2127685546875,66.80999755859375
23.69933319091797,103.57609558105469,67.62999725341797
23.76066780090332,102.82540893554688,67.19999694824219
23.176000595092773,104.10823059082031,67.04000091552734
22.57933235168457,102.69646453857422,65.01000213623047
22.363332748413086,102.67740631103516,65.45999908447266
20.366666793823242,102.62014770507812,65.91000366210938
20.562667846679688,101.94287872314453,66.43000030517578
21.459999084472656,101.09394073486328,67.3499984741211
21.44266700744629,102.12413024902344,67.86000061035156
21.34000015258789,102.60107421875,67.83000183105469
21.521333694458008,103.40234375,68.72000122070312
21.284666061401367,104.54701232910156,68.87000274658203
20.790666580200195,105.17658996582031,68.52999877929688
20.333999633789062,106.85546112060547,69.51000213623047
20.209999084472656,106.78868865966797,70.25
20.110666275024414,107.15116119384766,69.80000305175781
19.26333236694336,106.55976104736328,69.87000274658203
18.715999603271484,103.48819732666016,68.72000122070312
18.729999542236328,103.72666931152344,67.7699966430664
17.549333572387695,103.22112274169922,67.75
19.03333282470703,104.33716583251953,67.54000091552734
18.62933349609375,106.11139678955078,69.25
19.369333267211914,106.55976104736328,70.37000274658203
19.297332763671875,107.70442199707031,68.58999633789062
19.68000030517578,108.14322662353516,68.98999786376953
19.6560001373291,106.96993255615234,68.91000366210938
18.997333526611328,107.99060821533203,69.8499984741211
19.934667587280273,106.55021667480469,71.12000274658203
19.8886661529541,108.33399963378906,70.80000305175781
19.940000534057617,108.99217224121094,70.77999877929688
19.978666305541992,109.38328552246094,72.08000183105469
20.06599998474121,109.17343139648438,72.27999877929688
20.6386661529541,108.72510528564453,71.56999969482422
20.501333236694336,109.1352767944336,72.12000274658203
17.65133285522461,109.09710693359375,73.25
20.713333129882812,110.27995300292969,75.30000305175781
20.06800079345703,109.84114837646484,75.2300033569336
19.65333366394043,109.8602294921875,76.41000366210938
18.788667678833008,107.5899658203125,74.33000183105469
17.463333129882812,106.96039581298828,74.33999633789062
16.70400047302246,105.73939514160156,74.29000091552734
17.520000457763672,107.08438873291016,74.95999908447266
17.125333786010742,101.265625,73.16999816894531
16.815332412719727,101.02716064453125,70.97000122070312
17.25200080871582,104.51842498779297,71.33999633789062
17.305999755859375,102.63922882080078,71.77999877929688
18.439332962036133,105.88247680664062,71.91999816894531
18.118667602539062,105.60584259033203,69.75
17.5939998626709,103.49774169921875,68.6500015258789
17.333332061767578,103.65037536621094,69.12000274658203
17.39666748046875,104.57563018798828,69.16999816894531
19.609333038330078,103.1161880493164,66.43000030517578
19.233333587646484,97.60265350341797,66.81999969482422
20.99066734313965,103.30697631835938,67.33000183105469
22.059999465942383,102.02873229980469,67.58999633789062
22.323333740234375,99.06212615966797,67.04000091552734
21.99333381652832,98.94766998291016,66.18000030517578
22.488000869750977,101.8856430053711,65.30999755859375
22.95199966430664,101.03669738769531,63.689998626708984
23.0939998626709,101.265625,63.13999938964844
22.760000228881836,102.55339050292969,63.099998474121094
22.737333297729492,102.75370025634766,62.209999084472656
23.21066665649414,106.7982177734375,61.66999816894531
23.426666259765625,106.59791564941406,60.66999816894531
23.367332458496094,104.51842498779297,60.189998626708984
22.0853328704834,101.94287872314453,59.93000030517578
22.582000732421875,102.00967407226562,55.689998626708984
22.933332443237305,100.56307220458984,56.25
23.229333877563477,102.77608489990234,56.459999084472656
23.62066650390625,103.7436752319336,56.459999084472656
23.564666748046875,100.22775268554688,56.7599983215332
23.166000366210938,97.43991088867188,53.43000030517578
22.54599952697754,98.78114318847656,54.630001068115234
21.722000122070312,98.7428207397461,50.41999816894531
23.066667556762695,102.00007629394531,51.630001068115234
22.92799949645996,102.64197540283203,51.560001373291016
23.191333770751953,106.45487976074219,50.290000915527344
22.744667053222656,105.56391906738281,51.45000076293945
23.365333557128906,106.23452758789062,50.93000030517578
23.89933204650879,107.3841323852539,52.95000076293945
23.979999542236328,103.96401977539062,53.25
24.20400047302246,104.60590362548828,51.4900016784668
23.864667892456055,100.41936492919922,52.61000061035156
24.343332290649414,103.07307434082031,51.0
24.450666427612305,104.03108978271484,51.650001525878906
24.440000534057617,104.50051879882812,51.150001525878906
25.119333267211914,104.85497283935547,52.58000183105469
24.380666732788086,101.57855224609375,51.20000076293945
23.22800064086914,98.57038116455078,49.880001068115234
22.468666076660156,99.60504150390625,46.2400016784668
22.197999954223633,99.33678436279297,47.20000076293945
21.025333404541016,97.24833679199219,45.880001068115234
21.31800079345703,94.10603332519531,45.59000015258789
19.69266700744629,90.17815399169922,42.529998779296875
21.73933219909668,96.33819580078125,46.220001220703125
21.075332641601562,96.93217468261719,44.61000061035156
22.257999420166016,96.17533874511719,45.33000183105469
22.18666648864746,97.30580139160156,45.40999984741211
20.674667358398438,96.87469482421875,46.540000915527344
20.02400016784668,93.31087493896484,47.09000015258789
21.179332733154297,97.65068817138672,47.959999084472656
22.33066749572754,97.7752456665039,48.52000045776367
22.356666564941406,98.48416137695312,49.779998779296875
22.568666458129883,99.89244079589844,52.36000061035156
22.99799919128418,99.25056457519531,52.59000015258789
23.150667190551758,98.48416137695312,51.59000015258789
22.293333053588867,97.7656478881836,50.5099983215332
22.961999893188477,100.60138702392578,52.11000061035156
23.06999969482422,100.9558334350586,52.310001373291016
23.15399932861328,101.66477966308594,52.06999969482422
20.150667190551758,103.18801879882812,53.79999923706055
19.92799949645996,101.24324798583984,52.56999969482422
19.172666549682617,102.22999572753906,52.619998931884766
19.43400001525879,101.74142456054688,53.130001068115234
19.80266761779785,102.67070770263672,53.689998626708984
19.7586669921875,100.66844177246094,51.9900016784668
19.83066749572754,98.61830139160156,53.310001373291016
20.584667205810547,101.91386413574219,54.22999954223633
20.468000411987305,100.04573059082031,53.790000915527344
20.81399917602539,98.46500396728516,55.2599983215332
20.859333038330078,101.30074310302734,54.560001373291016
21.42333221435547,102.71858978271484,53.65999984741211
21.148000717163086,101.57855224609375,54.0099983215332
20.500667572021484,100.8504638671875,52.63999938964844
20.386667251586914,101.2336654663086,52.720001220703125
20.856000900268555,100.8313217163086,52.40999984741211
20.78733253479004,102.40245819091797,53.099998474121094
20.544666290283203,102.32581329345703,53.900001525878906
20.251333236694336,102.41203308105469,54.40999984741211
20.525333404541016,103.67662048339844,55.59000015258789
20.375999450683594,103.62870788574219,56.09000015258789
20.17066764831543,103.08992767333984,56.91999816894531
19.415332794189453,105.26431274414062,56.959999084472656
19.6473331451416,106.76519775390625,57.2599983215332
19.917999267578125,107.36167907714844,55.47999954223633
19.857332229614258,108.1025161743164,55.5
20.982667922973633,107.91970825195312,56.939998626708984
21.325332641601562,107.7850112915039,57.220001220703125
19.652666091918945,108.26607513427734,55.79999923706055
19.02400016784668,108.0063247680664,56.59000015258789
18.43600082397461,107.46753692626953,56.560001373291016
18.416000366210938,107.51563262939453,56.220001220703125
18.439332962036133,106.20716094970703,56.65999984741211
18.94266700744629,106.32262420654297,56.06999969482422
19.39466667175293,108.55471801757812,56.790000915527344
18.890666961669922,109.31478118896484,56.869998931884766
19.263999938964844,110.16144561767578,58.2599983215332
19.33066749572754,110.24803161621094,58.61000061035156
18.36199951171875,111.51801300048828,58.52000045776367
17.965999603271484,113.11511993408203,59.09000015258789
17.83133316040039,113.19207000732422,59.029998779296875
18.239999771118164,113.06698608398438,59.83000183105469
18.26799964904785,115.66468811035156,59.97999954223633
17.635332107543945,112.61480712890625,59.040000915527344
17.3613338470459,113.20169830322266,58.81999969482422
17.851333618164062,113.44221496582031,59.939998626708984
18.32200050354004,112.34541320800781,59.40999984741211
18.57466697692871,112.49935913085938,59.29999923706055
18.657333374023438,113.47107696533203,60.13999938964844
19.278667449951172,114.51016235351562,61.59000015258789
19.058666229248047,114.67372131347656,62.58000183105469
19.45400047302246,115.4241714477539,62.459999084472656
17.851999282836914,114.83728790283203,62.099998474121094
18.33066749572754,115.3471908569336,63.08000183105469
18.213333129882812,115.38569641113281,64.4000015258789
18.15399932861328,114.76029968261719,63.97999954223633
18.40399932861328,115.63581848144531,64.61000061035156
17.89466667175293,115.7705307006836,63.58000183105469
17.84666633605957,116.36703491210938,63.88999938964844
17.7586669921875,116.46324157714844,63.400001525878906
18.224000930786133,116.19384002685547,64.05000305175781
18.082000732421875,117.15595245361328,63.7599983215332
18.21733283996582,118.69532012939453,64.0
17.516666412353516,119.070556640625,65.69999694824219
17.593332290649414,120.68690490722656,66.30000305175781
17.243999481201172,120.273193359375,65.88999938964844
16.5086669921875,124.25631713867188,65.20999908447266
15.675999641418457,124.96826171875,63.29999923706055
16.097999572753906,124.85283660888672,63.5
15.912667274475098,125.65135955810547,63.90999984741211
15.600666999816895,123.03443908691406,63.599998474121094
16.273332595825195,121.42771911621094,61.810001373291016
17.00200080871582,124.01579284667969,61.939998626708984
17.022666931152344,123.29419708251953,62.25
16.470666885375977,120.76386260986328,61.400001525878906
16.32266616821289,120.7542495727539,62.119998931884766
16.131999969482422,120.74462127685547,61.70000076293945
15.968000411987305,122.3128662109375,61.65999984741211
15.133999824523926,118.67608642578125,61.040000915527344
15.487333297729492,120.00379180908203,61.779998779296875
15.463333129882812,121.69371795654297,62.02000045776367
15.222000122070312,124.50381469726562,62.869998931884766
14.0686674118042,123.67333984375,62.7599983215332
13.690667152404785,121.8868637084961,63.099998474121094
13.67199993133545,122.54351806640625,62.9900016784668
12.84866714477539,123.28707885742188,61.41999816894531
13.03266716003418,121.84822082519531,57.90999984741211
12.708666801452637,121.90617370605469,58.630001068115234
12.579999923706055,121.82893371582031,59.13999938964844
12.657333374023438,120.65081787109375,58.810001373291016
12.54800033569336,121.41368103027344,56.59000015258789
12.343999862670898,119.43405151367188,53.5
11.9313325881958,115.72589874267578,53.25
12.90666675567627,118.9319076538086,53.47999954223633
13.105999946594238,121.51025390625,51.68000030517578
13.729999542236328,123.43193817138672,52.59000015258789
13.633333206176758,126.88904571533203,53.9900016784668
14.192000389099121,128.04783630371094,53.2599983215332
14.473333358764648,127.56499481201172,53.27000045776367
13.950667381286621,126.97594451904297,51.13999938964844
14.260666847229004,127.77742767333984,52.279998779296875
14.32800006866455,127.90298461914062,52.5099983215332
15.001999855041504,128.28929138183594,51.93000030517578
14.982666969299316,130.51995849609375,53.900001525878906
15.095333099365234,131.03175354003906,53.7599983215332
14.641332626342773,132.24847412109375,56.650001525878906
14.790666580200195,132.26779174804688,57.43000030517578
14.909333229064941,133.04998779296875,57.900001525878906
14.650667190551758,128.8493194580078,57.83000183105469
14.618000030517578,129.33216857910156,59.380001068115234
14.855999946594238,129.5446014404297,59.43000030517578
14.897333145141602,129.3611602783203,58.470001220703125
15.14466667175293,131.0220947265625,59.09000015258789
14.970000267028809,131.89120483398438,56.25
15.65999984741211,132.7410125732422,57.34000015258789
15.539999961853027,132.35467529296875,57.5099983215332
15.355999946594238,132.25816345214844,57.65999984741211
15.337332725524902,131.77532958984375,57.83000183105469
15.928000450134277,133.1175994873047,60.43000030517578
15.90666675567627,133.64869689941406,60.20000076293945
16.338666915893555,134.1315460205078,60.209999084472656
16.899999618530273,134.1315460205078,59.58000183105469
16.825332641601562,132.37405395507812,57.619998931884766
16.99066734313965,131.5918426513672,56.779998779296875
16.902666091918945,131.73667907714844,55.29999923706055
17.211999893188477,131.9298095703125,55.630001068115234
17.045333862304688,133.6776885986328,56.220001220703125
17.344667434692383,134.50816345214844,56.77000045776367
17.658666610717773,135.88906860351562,55.880001068115234
15.254667282104492,135.37730407714844,56.02000045776367
15.202667236328125,136.48779296875,56.20000076293945
15.718000411987305,136.18841552734375,56.869998931884766
16.150667190551758,135.5317840576172,58.04999923706055
16.107332229614258,131.5918426513672,58.58000183105469
15.59000015258789,133.3203887939453,53.95000076293945
15.62266731262207,132.2001953125,55.65999984741211
15.221332550048828,127.67124938964844,54.689998626708984
15.383333206176758,130.06610107421875,53.630001068115234
15.561332702636719,130.63583374023438,51.09000015258789
15.886667251586914,134.12191772460938,52.540000915527344
15.667332649230957,132.982421875,54.5
15.267333030700684,131.1282958984375,54.93000030517578
15.666666984558105,133.84185791015625,57.099998474121094
14.641332626342773,129.81130981445312,55.22999954223633
14.37600040435791,129.52061462402344,54.470001220703125
14.662667274475098,131.89437866210938,54.869998931884766
15.121999740600586,134.10345458984375,56.209999084472656
15.057332992553711,132.9892578125,56.34000015258789
14.722000122070312,134.4716033935547,55.68000030517578
14.8100004196167,133.49305725097656,55.349998474121094
14.09333324432373,129.23963928222656,54.16999816894531
14.333333015441895,131.2355499267578,53.63999938964844
14.272000312805176,131.51654052734375,54.93000030517578
14.37266731262207,131.34210205078125,55.779998779296875
14.780667304992676,133.82247924804688,56.709999084472656
15.040666580200195,133.570556640625,55.099998474121094
15.000666618347168,131.80718994140625,53.939998626708984
14.711999893188477,133.3477325439453,56.2599983215332
15.305333137512207,135.6924285888672,56.29999923706055
15.16333293914795,134.77198791503906,56.52000045776367
15.452667236328125,133.24114990234375,57.849998474121094
15.702667236328125,131.84596252441406,57.400001525878906
16.47333335876465,131.8846893310547,55.75
16.391332626342773,133.24114990234375,55.09000015258789
16.34666633605957,133.04739379882812,54.849998474121094
16.187332153320312,132.0881805419922,62.900001525878906
16.319332122802734,133.11517333984375,59.34000015258789
16.232667922973633,134.2100372314453,58.11000061035156
16.440000534057617,136.68069458007812,58.130001068115234
16.041332244873047,135.10140991210938,58.09000015258789
16.082000732421875,134.81072998046875,58.63999938964844
14.880666732788086,133.10552978515625,57.290000915527344
15.24666690826416,135.02391052246094,56.4900016784668
16.17066764831543,135.1982879638672,56.40999984741211
16.142000198364258,133.4446258544922,55.90999984741211
16.058000564575195,134.7041778564453,54.06999969482422
16.312667846679688,132.80517578125,53.619998931884766
16.208667755126953,130.46041870117188,52.63999938964844
15.535332679748535,132.0397491455078,52.45000076293945
15.428667068481445,133.82247924804688,52.810001373291016
15.847999572753906,132.85357666015625,52.75
16.003332138061523,131.44871520996094,52.630001068115234
16.302000045776367,133.93875122070312,52.59000015258789
16.31599998474121,134.77198791503906,53.54999923706055
16.525999069213867,135.33392333984375,54.70000076293945
17.130666732788086,135.20799255371094,53.59000015258789
17.19266700744629,137.16513061523438,52.810001373291016
17.316667556762695,136.04122924804688,53.36000061035156
17.46466636657715,135.3436279296875,53.93000030517578
17.1299991607666,133.13458251953125,53.779998779296875
16.899999618530273,134.1228485107422,53.310001373291016
17.038667678833008,132.12693786621094,54.15999984741211
16.978666305541992,132.96983337402344,55.970001220703125
19.978666305541992,135.5858612060547,56.22999954223633
21.875333786010742,136.3512420654297,56.65999984741211
21.847333908081055,139.70361328125,55.810001373291016
21.08133316040039,138.38592529296875,55.540000915527344
21.000667572021484,140.1105499267578,55.060001373291016
20.994667053222656,138.90911865234375,54.18000030517578
20.887332916259766,139.24822998046875,56.20000076293945
21.1646671295166,140.0524139404297,56.540000915527344
21.148000717163086,139.9652099609375,57.22999954223633
21.77199935913086,139.57766723632812,56.349998474121094
22.369333267211914,139.77142333984375,57.150001525878906
22.47599983215332,141.4185333251953,57.2400016784668
23.006000518798828,141.56385803222656,56.86000061035156
23.32866668701172,142.49400329589844,56.79999923706055
23.073999404907227,142.72653198242188,57.119998931884766
23.290000915527344,143.4532012939453,56.77000045776367
23.47800064086914,145.3037567138672,57.720001220703125
23.332666397094727,145.66226196289062,57.04999923706055
23.968000411987305,145.71070861816406,55.209999084472656
23.481332778930664,145.45794677734375,57.11000061035156
23.655332565307617,145.32183837890625,58.58000183105469
22.202667236328125,145.42877197265625,57.77000045776367
22.422666549682617,147.0231475830078,58.0099983215332
21.92799949645996,147.80088806152344,58.40999984741211
22.086000442504883,148.08282470703125,58.11000061035156
21.996000289916992,147.16900634765625,55.16999816894531
22.32466697692871,145.38987731933594,55.959999084472656
22.413333892822266,145.15655517578125,56.099998474121094
22.20199966430664,145.6815643310547,58.43000030517578
22.024667739868164,145.75929260253906,58.43000030517578
22.392667770385742,147.52870178222656,59.20000076293945
22.635332107543945,147.14950561523438,59.02000045776367
23.256000518798828,146.92593383789062,59.2400016784668
23.51333236694336,147.48008728027344,58.7599983215332
23.978666305541992,148.9772491455078,59.18000030517578
23.892667770385742,150.2313690185547,60.06999969482422
25.433332443237305,151.2035369873047,60.209999084472656
25.266000747680664,150.3868865966797,60.939998626708984
26.209999084472656,150.07579040527344,60.93000030517578
26.93600082397461,151.37850952148438,61.220001220703125
27.03933334350586,153.03123474121094,60.439998626708984
27.947999954223633,153.03123474121094,60.52000045776367
28.350000381469727,153.0020751953125,61.11000061035156
28.729333877563477,154.25621032714844,61.68000030517578
28.691999435424805,154.53811645507812,61.720001220703125
27.64666748046875,153.20620727539062,61.68000030517578
27.8886661529541,153.3131866455078,61.060001373291016
28.68400001525879,156.15196228027344,61.18000030517578
29.534000396728516,154.2075958251953,63.04999923706055
30.1026668548584,154.60618591308594,63.27000045776367
31.270666122436523,153.196533203125,62.70000076293945
32.80933380126953,155.63668823242188,59.61000061035156
32.089332580566406,157.58106994628906,59.560001373291016
31.876667022705078,156.85189819335938,59.040000915527344
34.990665435791016,158.73793029785156,58.08000183105469
35.861331939697266,157.6199493408203,58.22999954223633
34.56666564941406,158.6407470703125,57.810001373291016
34.232666015625,161.5475616455078,58.52000045776367
34.03333282470703,162.45169067382812,58.540000915527344
36.47999954223633,161.86839294433594,58.34000015258789
37.97066879272461,161.09063720703125,56.7400016784668
38.14666748046875,162.08226013183594,55.59000015258789
37.654666900634766,160.44898986816406,54.189998626708984
37.201332092285156,157.76576232910156,53.13999938964844
37.793331146240234,160.85731506347656,53.47999954223633
38.732666015625,163.36553955078125,53.33000183105469
42.72066879272461,167.9736785888672,52.13999938964844
43.371334075927734,165.49459838867188,51.560001373291016
52.0,169.52920532226562,50.11000061035156
59.137332916259766,175.10948181152344,49.61000061035156
48.97999954223633,174.89561462402344,50.75
49.930667877197266,178.5218505859375,50.95000076293945
49.871334075927734,178.774658203125,50.31999969482422
51.41866683959961,183.45082092285156,49.56999969482422
51.62533187866211,179.30929565429688,49.939998626708984
51.15266799926758,179.5718231201172,51.16999816894531
53.599998474121094,178.5996551513672,51.41999816894531
53.33533477783203,180.19403076171875,52.04999923706055
57.22666549682617,182.021728515625,52.04999923706055
61.16133117675781,182.567626953125,53.290000915527344
59.96066665649414,179.77957153320312,53.779998779296875
60.06666564941406,174.0963134765625,53.380001068115234
55.58599853515625,166.59002685546875,51.43000030517578
53.32733154296875,163.8410186767578,49.900001525878906
51.91999816894531,165.88816833496094,48.72999954223633
45.266666412353516,154.19985961914062,47.09000015258789
44.53266525268555,157.93345642089844,44.7599983215332
49.574668884277344,168.44224548339844,46.75
49.70066833496094,160.3705596923828,47.18000030517578
49.96666717529297,166.2585906982422,46.779998779296875
48.30266571044922,162.08627319335938,45.900001525878906
46.89866638183594,157.50457763671875,41.279998779296875
40.53333282470703,146.83006286621094,31.1299991607666
43.02199935913086,156.87091064453125,34.36000061035156
42.28200149536133,149.7643585205078,32.97999954223633
37.369998931884766,135.56092834472656,31.5
36.44133377075195,154.83346557617188,31.729999542236328
29.67133331298828,132.0125274658203,28.700000762939453
28.68000030517578,142.88198852539062,26.950000762939453
24.08133316040039,136.86720275878906,20.3700008392334
28.50933265686035,139.11911010742188,25.219999313354492
28.50200080871582,133.8939666748047,22.43000030517578
28.952667236328125,132.55845642089844,23.360000610351562
33.66666793823242,144.60743713378906,24.010000228881836
35.95000076293945,143.22315979003906,24.489999771118164
35.21066665649414,152.18191528320312,22.600000381469727
34.29066848754883,145.93324279785156,21.510000228881836
33.47533416748047,156.19827270507812,20.09000015258789
34.93333435058594,153.74166870117188,20.479999542236328
32.104000091552734,148.28256225585938,20.309999465942383
30.29800033569336,151.35328674316406,25.31999969482422
32.000667572021484,149.95932006835938,28.34000015258789
34.41600036621094,161.11146545410156,26.079999923706055
36.36333465576172,159.37623596191406,23.6299991607666
36.589332580566406,160.97496032714844,25.09000015258789
38.20000076293945,160.98472595214844,22.760000228881836
43.39666748046875,161.3454132080078,22.40999984741211
47.32600021362305,169.32933044433594,20.110000610351562
48.65533447265625,167.55511474609375,19.8700008392334
49.680667877197266,172.58526611328125,19.8700008392334
50.259334564208984,174.1060333251953,18.270000457763672
49.75733184814453,170.65509033203125,-37.630001068115234
45.781333923339844,163.59730529785156,10.010000228881836
48.807334899902344,169.15386962890625,13.779999732971191
47.04199981689453,167.10670471191406,16.5
48.34333419799805,170.15794372558594,16.940000534057617
53.25,169.67051696777344,12.779999732971191
51.27466583251953,165.53720092773438,12.34000015258789
53.367332458496094,172.9654541015625,15.0600004196167
52.12533187866211,174.70069885253906,18.84000015258789
46.75466537475586,170.17742919921875,19.780000686645508
